,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len
558,"frozenset({'yes_buyDrink', 'rain', '31-50age'})",frozenset({'clothes_item'}),0.3399638336347197,0.566003616636528,0.20253164556962025,0.5957446808510638,1.0525457140914962,0.010110886206749964,1.0735700009517466,3
242,"frozenset({'rain', '31-50age'})",frozenset({'clothes_item'}),0.4104882459312839,0.566003616636528,0.244122965641953,0.5947136563876652,1.0507241277392296,0.011785133858061764,1.0708389024294362,2
439,"frozenset({'yes_buyDrink', 'clothes_item', 'rain'})",frozenset({'big_basket'}),0.36528028933092227,0.5497287522603979,0.21699819168173598,0.594059405940594,1.0806409588327253,0.016193114002530956,1.1092047810170687,3
581,frozenset({'thin_bodySize'}),frozenset({'no_spec'}),0.33815551537070526,0.5533453887884268,0.2007233273056058,0.5935828877005348,1.0727167872496592,0.013606532181852066,1.0990054249547923,1
76,frozenset({'big_basket'}),frozenset({'clothes_item'}),0.5497287522603979,0.566003616636528,0.325497287522604,0.5921052631578947,1.0461156885824785,0.014348825574132862,1.0639911334072216,1
339,"frozenset({'yes_buyDrink', 'no_spec', 'rain'})",frozenset({'clothes_item'}),0.38517179023508136,0.566003616636528,0.22784810126582278,0.5915492957746479,1.0451334203302884,0.009839474966400613,1.0625428696140176,3
438,"frozenset({'big_basket', 'yes_buyDrink', 'rain'})",frozenset({'clothes_item'}),0.3670886075949367,0.566003616636528,0.21699819168173598,0.5911330049261083,1.0443979288311116,0.009224712156934572,1.0614610340094555,3
571,frozenset({'1basket'}),frozenset({'clothes_item'}),0.3399638336347197,0.566003616636528,0.2007233273056058,0.5904255319148937,1.0431479845013938,0.008302567942735511,1.0596275334069187,1
591,"frozenset({'yes_buyDrink', 'rain', '31-50age'})",frozenset({'big_basket'}),0.3399638336347197,0.5497287522603979,0.2007233273056058,0.5904255319148937,1.0740306550951848,0.01383543322792985,1.099363565909678,3
606,"frozenset({'big_basket', 'no_spec'})","frozenset({'yes_buyDrink', 'clothes_item'})",0.3399638336347197,0.46835443037974683,0.2007233273056058,0.5904255319148937,1.2606382978723405,0.041499759653901624,1.2980437284234754,2
579,frozenset({'1basket'}),frozenset({'no_spec'}),0.3399638336347197,0.5533453887884268,0.2007233273056058,0.5904255319148937,1.0670108468919484,0.012605907608997796,1.0905333364646206,1
258,"frozenset({'rain', '31-50age'})",frozenset({'big_basket'}),0.4104882459312839,0.5497287522603979,0.2423146473779385,0.5903083700440528,1.0738175284025038,0.016657456124574477,1.0990491745902116,2
490,"frozenset({'yes_buyDrink', 'blankets_item'})",frozenset({'male'}),0.352622061482821,0.5515370705244123,0.20795660036166366,0.5897435897435898,1.0692728036990333,0.013472461569149385,1.0931283905967453,2
207,frozenset({'casual_attire'}),frozenset({'big_basket'}),0.4267631103074141,0.5497287522603979,0.2513562386980108,0.5889830508474576,1.0714066681534344,0.016752286557949553,1.0955053037788258,1
518,"frozenset({'yes_spec', 'yes_buyDrink'})",frozenset({'male'}),0.3471971066907776,0.5515370705244123,0.20433996383363473,0.5885416666666667,1.067093579234973,0.012847888714851458,1.0899352210039603,2
277,"frozenset({'yes_buyDrink', '31-50age'})",frozenset({'no_spec'}),0.4104882459312839,0.5533453887884268,0.24050632911392406,0.5859030837004405,1.0588379257723648,0.013364551075998432,1.0786233696279481,2
23,"frozenset({'yes_buyDrink', 'rain'})",frozenset({'no_spec'}),0.6600361663652803,0.5533453887884268,0.38517179023508136,0.5835616438356164,1.0546065001343001,0.019943821143262597,1.0725587703435804,2
609,"frozenset({'no_spec', 'clothes_item'})","frozenset({'big_basket', 'yes_buyDrink'})",0.3453887884267631,0.46112115732368897,0.2007233273056058,0.581151832460733,1.2603018170619034,0.04145724945963003,1.2865732368896925,2
460,"frozenset({'yes_buyDrink', 'female'})",frozenset({'big_basket'}),0.3688969258589512,0.5497287522603979,0.21338155515370705,0.5784313725490196,1.0522123323013415,0.010588308388569334,1.0680852853358003,2
2,frozenset({'yes_buyDrink'}),frozenset({'no_spec'}),0.8209764918625678,0.5533453887884268,0.47377938517179025,0.5770925110132159,1.0429155509487202,0.019495829095939,1.056152049427366,1
77,frozenset({'clothes_item'}),frozenset({'big_basket'}),0.566003616636528,0.5497287522603979,0.325497287522604,0.5750798722044729,1.0461156885824785,0.014348825574132862,1.0596609063345526,1
184,frozenset({'female'}),frozenset({'clothes_item'}),0.4484629294755877,0.566003616636528,0.25678119349005424,0.5725806451612903,1.0116201174894361,0.0029495534794594103,1.0153877648503873,1
183,frozenset({'female'}),frozenset({'no_spec'}),0.4484629294755877,0.5533453887884268,0.25678119349005424,0.5725806451612903,1.034761754164031,0.008626299422188344,1.04500324132519,1
190,frozenset({'yes_spec'}),frozenset({'male'}),0.44665461121157324,0.5515370705244123,0.2549728752260398,0.5708502024291499,1.0350169244043275,0.008626299422188372,1.0450032413251904,1
4,frozenset({'yes_buyDrink'}),frozenset({'clothes_item'}),0.8209764918625678,0.566003616636528,0.46835443037974683,0.5704845814977973,1.0079168484609646,0.0036787668119643846,1.0104326053693142,1
480,"frozenset({'female', 'rain'})",frozenset({'no_spec'}),0.3688969258589512,0.5533453887884268,0.20976491862567812,0.5686274509803921,1.0276175829809047,0.005637505763401329,1.035426598717738,2
215,"frozenset({'big_basket', 'rain'})",frozenset({'clothes_item'}),0.4394213381555154,0.566003616636528,0.24954792043399637,0.5679012345679012,1.0033526604346625,0.0008338538107119098,1.0043916300697495,2
512,"frozenset({'small_basket', 'yes_buyDrink'})",frozenset({'male'}),0.35985533453887886,0.5515370705244123,0.20433996383363473,0.5678391959798995,1.0295576241865063,0.005866406809479141,1.0377223600656043,2
194,frozenset({'small_basket'}),frozenset({'male'}),0.45027124773960214,0.5515370705244123,0.2549728752260398,0.5662650602409639,1.0267035354532887,0.0066315903063677295,1.0339561985131607,1
199,frozenset({'female'}),frozenset({'big_basket'}),0.4484629294755877,0.5497287522603979,0.25316455696202533,0.5645161290322581,1.0268994057724958,0.006631590306367702,1.0339561985131607,1
273,frozenset({'casual_attire'}),frozenset({'no_spec'}),0.4267631103074141,0.5533453887884268,0.24050632911392406,0.5635593220338984,1.0184585133488424,0.0043589299203097565,1.0234027985041874,1
544,"frozenset({'yes_buyDrink', 'rain', 'male'})",frozenset({'no_spec'}),0.35985533453887886,0.5533453887884268,0.20253164556962025,0.5628140703517588,1.0171117023023615,0.0034073555716149506,1.0216582486333687,3
7,frozenset({'yes_buyDrink'}),frozenset({'big_basket'}),0.8209764918625678,0.5497287522603979,0.46112115732368897,0.5616740088105727,1.021729364711338,0.009806774816960906,1.0272519923305496,1
504,frozenset({'toddler_kids'}),frozenset({'male'}),0.3670886075949367,0.5515370705244123,0.20614828209764918,0.5615763546798029,1.0182023742227246,0.0036853068418522816,1.022898591949936,1
216,"frozenset({'clothes_item', 'rain'})",frozenset({'big_basket'}),0.4448462929475588,0.5497287522603979,0.24954792043399637,0.5609756097560975,1.02045892169448,0.005003122864271459,1.025617842073538,2
9,frozenset({'rain'}),frozenset({'no_spec'}),0.8083182640144665,0.5533453887884268,0.45207956600361665,0.5592841163310962,1.0107324063107719,0.004800381937745513,1.0134751838150926,1
254,frozenset({'blankets_item'}),frozenset({'male'}),0.43399638336347196,0.5515370705244123,0.2423146473779385,0.5583333333333333,1.0123224043715848,0.0029495534794594103,1.0153877648503873,1
38,"frozenset({'yes_buyDrink', 'rain'})",frozenset({'big_basket'}),0.6600361663652803,0.5497287522603979,0.3670886075949367,0.5561643835616439,1.0117069214131218,0.004247749412214785,1.0145000334873753,2
354,"frozenset({'rain', '31-50age'})",frozenset({'no_spec'}),0.4104882459312839,0.5533453887884268,0.22784810126582278,0.5550660792951542,1.0031096138896087,0.0007063232278971543,1.003867294505219,2
161,frozenset({'31-50age'}),frozenset({'no_spec'}),0.49547920433996384,0.5533453887884268,0.27486437613019893,0.5547445255474452,1.0025285053194026,0.0006932431681213047,1.0031423235407464,1
556,"frozenset({'yes_buyDrink', 'clothes_item', 'rain'})",frozenset({'31-50age'}),0.36528028933092227,0.49547920433996384,0.20253164556962025,0.5544554455445544,1.1190286911902867,0.021542858450863095,1.1323688969258587,3
525,"frozenset({'small_basket', 'rain'})",frozenset({'male'}),0.3688969258589512,0.5515370705244123,0.20433996383363473,0.553921568627451,1.0043233686917392,0.0008796340199274943,1.005345468274944,2
508,"frozenset({'female', 'rain'})",frozenset({'big_basket'}),0.3688969258589512,0.5497287522603979,0.20433996383363473,0.553921568627451,1.0076270639834881,0.0015467170684970166,1.0093992806470202,2
256,"frozenset({'big_basket', 'rain'})",frozenset({'31-50age'}),0.4394213381555154,0.49547920433996384,0.2423146473779385,0.5514403292181069,1.1129434381664713,0.024590512378641544,1.1247573701411813,2
240,"frozenset({'clothes_item', 'rain'})",frozenset({'31-50age'}),0.4448462929475588,0.49547920433996384,0.244122965641953,0.5487804878048781,1.1075752180879475,0.023710878358714105,1.1181271687600802,2
288,"frozenset({'big_basket', 'rain'})","frozenset({'yes_buyDrink', 'no_spec'})",0.4394213381555154,0.47377938517179025,0.24050632911392406,0.5473251028806585,1.1552319919580312,0.032317557691238646,1.1624691763932273,2
588,"frozenset({'big_basket', 'yes_buyDrink', 'rain'})",frozenset({'31-50age'}),0.3670886075949367,0.49547920433996384,0.2007233273056058,0.5467980295566502,1.103574125346086,0.018838556092201336,1.1132361034672538,3
90,frozenset({'big_basket'}),frozenset({'31-50age'}),0.5497287522603979,0.49547920433996384,0.30018083182640143,0.5460526315789473,1.1020697272378024,0.027801667053618417,1.1114081295699347,1
208,"frozenset({'big_basket', 'yes_buyDrink'})",frozenset({'31-50age'}),0.46112115732368897,0.49547920433996384,0.2513562386980108,0.5450980392156862,1.1001431229426075,0.02288029456294613,1.1090758870112862,2
326,frozenset({'casual_attire'}),frozenset({'31-50age'}),0.4267631103074141,0.49547920433996384,0.2314647377938517,0.5423728813559322,1.0946430780650749,0.020012491457085946,1.1024713682941532,1
200,"frozenset({'yes_buyDrink', 'clothes_item'})",frozenset({'31-50age'}),0.46835443037974683,0.49547920433996384,0.2513562386980108,0.5366795366795366,1.0831524955612546,0.019296358184356877,1.0889240506329112,2
105,frozenset({'big_basket'}),"frozenset({'yes_buyDrink', 'no_spec'})",0.5497287522603979,0.47377938517179025,0.29475587703435807,0.5361842105263158,1.1317170550421856,0.034305726777171364,1.1345465738140128,1
106,frozenset({'no_spec'}),"frozenset({'big_basket', 'yes_buyDrink'})",0.5533453887884268,0.46112115732368897,0.29475587703435807,0.5326797385620915,1.1551839036268101,0.039596610956512124,1.1531253556570011,1
290,"frozenset({'no_spec', 'rain'})","frozenset({'big_basket', 'yes_buyDrink'})",0.45207956600361665,0.46112115732368897,0.24050632911392406,0.532,1.1537098039215687,0.032042876435945306,1.1514505185391262,2
299,frozenset({'yes_spec'}),frozenset({'small_basket'}),0.44665461121157324,0.45027124773960214,0.23688969258589512,0.5303643724696356,1.177877501910476,0.035773963487013144,1.1705431190372264,1
88,frozenset({'clothes_item'}),frozenset({'31-50age'}),0.566003616636528,0.49547920433996384,0.30018083182640143,0.5303514376996805,1.070380821342786,0.019737810201792605,1.0742517621876961,1
118,frozenset({'no_spec'}),"frozenset({'yes_buyDrink', 'clothes_item'})",0.5533453887884268,0.46835443037974683,0.29294755877034356,0.5294117647058824,1.1303656597774245,0.03378579440108037,1.1297468354430378,1
298,frozenset({'small_basket'}),frozenset({'yes_spec'}),0.45027124773960214,0.44665461121157324,0.23688969258589512,0.5261044176706827,1.177877501910476,0.035773963487013144,1.1676525576976124,1
373,frozenset({'casual_attire'}),"frozenset({'yes_buyDrink', 'clothes_item'})",0.4267631103074141,0.46835443037974683,0.22423146473779385,0.5254237288135594,1.1218506642235457,0.024355071302675863,1.120253164556962,1
287,"frozenset({'big_basket', 'yes_buyDrink'})","frozenset({'no_spec', 'rain'})",0.46112115732368897,0.45207956600361665,0.24050632911392406,0.5215686274509804,1.1537098039215687,0.032042876435945306,1.145243530074408,2
406,frozenset({'casual_attire'}),"frozenset({'big_basket', 'yes_buyDrink'})",0.4267631103074141,0.46112115732368897,0.2224231464737794,0.5211864406779662,1.130259222333001,0.025633647145767463,1.125446078509818,1
367,frozenset({'blankets_item'}),frozenset({'yes_spec'}),0.43399638336347196,0.44665461121157324,0.22603978300180833,0.5208333333333334,1.1660762483130904,0.03219329712336785,1.154807767906282,1
119,frozenset({'clothes_item'}),"frozenset({'yes_buyDrink', 'no_spec'})",0.566003616636528,0.47377938517179025,0.29294755877034356,0.5175718849840256,1.0924322610540693,0.024786713275279648,1.090775181729998,1
419,frozenset({'casual_attire'}),"frozenset({'yes_buyDrink', 'no_spec'})",0.4267631103074141,0.47377938517179025,0.2206148282097649,0.5169491525423728,1.0911178677707334,0.018423264194317363,1.0893689921005043,1
129,frozenset({'big_basket'}),"frozenset({'yes_buyDrink', 'clothes_item'})",0.5497287522603979,0.46835443037974683,0.28390596745027125,0.5164473684210527,1.1026849217638692,0.026438070821983628,1.0994575045207955,1
68,"frozenset({'yes_buyDrink', 'rain'})",frozenset({'31-50age'}),0.6600361663652803,0.49547920433996384,0.3399638336347197,0.5150684931506849,1.0395360463953605,0.012929639088450628,1.040395991050357,2
347,"frozenset({'clothes_item', 'rain'})","frozenset({'yes_buyDrink', 'no_spec'})",0.4448462929475588,0.47377938517179025,0.22784810126582278,0.5121951219512195,1.0810835970955128,0.01708909809717829,1.0787522603978301,2
374,"frozenset({'rain', 'male'})",frozenset({'31-50age'}),0.4394213381555154,0.49547920433996384,0.22423146473779385,0.5102880658436214,1.029887957706287,0.006507329738496881,1.0302399440788974,2
143,frozenset({'big_basket'}),"frozenset({'no_spec', 'rain'})",0.5497287522603979,0.45207956600361665,0.28028933092224234,0.5098684210526316,1.127828947368421,0.03176819518065199,1.117904778086581,1
18,frozenset({'rain'}),frozenset({'31-50age'}),0.8083182640144665,0.49547920433996384,0.4104882459312839,0.5078299776286354,1.0249269256519538,0.009983355623935208,1.025094525727437,1
276,"frozenset({'yes_buyDrink', 'no_spec'})",frozenset({'31-50age'}),0.47377938517179025,0.49547920433996384,0.24050632911392406,0.5076335877862596,1.0245305622109544,0.00575849631632816,1.0246856469994534,2
289,"frozenset({'yes_buyDrink', 'no_spec'})","frozenset({'big_basket', 'rain'})",0.47377938517179025,0.4394213381555154,0.24050632911392406,0.5076335877862596,1.155231991958031,0.032317557691238646,1.1385396077771703,2
205,frozenset({'31-50age'}),"frozenset({'yes_buyDrink', 'clothes_item'})",0.49547920433996384,0.46835443037974683,0.2513562386980108,0.5072992700729927,1.0831524955612546,0.019296358184356877,1.0790436005625879,1
213,frozenset({'31-50age'}),"frozenset({'big_basket', 'yes_buyDrink'})",0.49547920433996384,0.46112115732368897,0.2513562386980108,0.5072992700729927,1.1001431229426077,0.02288029456294613,1.0937244658763645,1
144,frozenset({'no_spec'}),"frozenset({'big_basket', 'rain'})",0.5533453887884268,0.4394213381555154,0.28028933092224234,0.5065359477124184,1.1527340703085076,0.03713755971864793,1.1360070895656444,1
366,frozenset({'yes_spec'}),frozenset({'blankets_item'}),0.44665461121157324,0.43399638336347196,0.22603978300180833,0.5060728744939271,1.1660762483130904,0.03219329712336785,1.1459253549936266,1
365,frozenset({'female'}),"frozenset({'yes_buyDrink', 'no_spec'})",0.4484629294755877,0.47377938517179025,0.22603978300180833,0.5040322580645161,1.0638543462201429,0.013567292002524461,1.0609976624178539,1
346,"frozenset({'no_spec', 'rain'})","frozenset({'yes_buyDrink', 'clothes_item'})",0.45207956600361665,0.46835443037974683,0.22784810126582278,0.504,1.076108108108108,0.016114633643875748,1.0718660677827683,2
352,"frozenset({'no_spec', 'rain'})",frozenset({'31-50age'}),0.45207956600361665,0.49547920433996384,0.22784810126582278,0.504,1.0171970802919708,0.0038520776039946414,1.0171790235081375,2
130,frozenset({'clothes_item'}),"frozenset({'big_basket', 'yes_buyDrink'})",0.566003616636528,0.46112115732368897,0.28390596745027125,0.501597444089457,1.0877779865939987,0.022909724697441902,1.0812120369082396,1
20,frozenset({'yes_buyDrink'}),frozenset({'31-50age'}),0.8209764918625678,0.49547920433996384,0.4104882459312839,0.5,1.0091240875912408,0.0037114669614040086,1.0090415913200723,1
392,frozenset({'female'}),frozenset({'31-50age'}),0.4484629294755877,0.49547920433996384,0.22423146473779385,0.5,1.0091240875912408,0.0020274092652603493,1.0090415913200723,1
390,frozenset({'female'}),"frozenset({'yes_buyDrink', 'clothes_item'})",0.4484629294755877,0.46835443037974683,0.22423146473779385,0.5,1.0675675675675675,0.01419186485682239,1.0632911392405062,1
160,frozenset({'no_spec'}),frozenset({'31-50age'}),0.5533453887884268,0.49547920433996384,0.27486437613019893,0.49673202614379086,1.0025285053194026,0.0006932431681213047,1.0024893731946174,1
380,"frozenset({'yes_buyDrink', 'male'})",frozenset({'31-50age'}),0.45207956600361665,0.49547920433996384,0.22423146473779385,0.496,1.001051094890511,0.00023544107596570885,1.001033324722294,2
441,"frozenset({'big_basket', 'rain'})","frozenset({'yes_buyDrink', 'clothes_item'})",0.4394213381555154,0.46835443037974683,0.21699819168173598,0.49382716049382713,1.0543877210543877,0.01119326115320346,1.050324174127817,2
167,frozenset({'no_spec'}),"frozenset({'clothes_item', 'rain'})",0.5533453887884268,0.4448462929475588,0.2730560578661845,0.4934640522875818,1.1092911419310274,0.026902412944027176,1.09598086682611,1
565,"frozenset({'rain', '31-50age'})","frozenset({'yes_buyDrink', 'clothes_item'})",0.4104882459312839,0.46835443037974683,0.20253164556962025,0.4933920704845815,1.053458745088701,0.010277656968892351,1.0494221243808475,2
562,"frozenset({'yes_buyDrink', '31-50age'})","frozenset({'clothes_item', 'rain'})",0.4104882459312839,0.4448462929475588,0.20253164556962025,0.4933920704845815,1.1091293291787543,0.019927471068542757,1.0958251434861233,2
245,frozenset({'31-50age'}),"frozenset({'clothes_item', 'rain'})",0.49547920433996384,0.4448462929475588,0.244122965641953,0.4927007299270073,1.1075752180879472,0.023710878358714105,1.0943317678587692,1
261,frozenset({'31-50age'}),"frozenset({'big_basket', 'rain'})",0.49547920433996384,0.4394213381555154,0.2423146473779385,0.4890510948905109,1.1129434381664713,0.024590512378641544,1.097132523895634,1
596,"frozenset({'yes_buyDrink', '31-50age'})","frozenset({'big_basket', 'rain'})",0.4104882459312839,0.4394213381555154,0.2007233273056058,0.4889867841409692,1.1127970848969382,0.02034603298137072,1.0969944503336035,2
597,"frozenset({'rain', '31-50age'})","frozenset({'big_basket', 'yes_buyDrink'})",0.4104882459312839,0.46112115732368897,0.2007233273056058,0.4889867841409692,1.0604301632547293,0.011438512274001111,1.0545301490303673,2
443,"frozenset({'clothes_item', 'rain'})","frozenset({'big_basket', 'yes_buyDrink'})",0.4448462929475588,0.46112115732368897,0.21699819168173598,0.4878048780487805,1.0578670492587279,0.011870154246604897,1.0520967880823215,2
343,"frozenset({'yes_buyDrink', 'clothes_item'})","frozenset({'no_spec', 'rain'})",0.46835443037974683,0.45207956600361665,0.22784810126582278,0.48648648648648646,1.076108108108108,0.016114633643875748,1.0670029504140095,2
281,frozenset({'31-50age'}),"frozenset({'yes_buyDrink', 'no_spec'})",0.49547920433996384,0.47377938517179025,0.24050632911392406,0.4854014598540146,1.0245305622109544,0.00575849631632816,1.0225847408718405,1
485,frozenset({'blankets_item'}),frozenset({'small_basket'}),0.43399638336347196,0.45027124773960214,0.20976491862567812,0.48333333333333334,1.0734270414993308,0.01434882557413289,1.0639911334072218,1
168,frozenset({'clothes_item'}),"frozenset({'no_spec', 'rain'})",0.566003616636528,0.45207956600361665,0.2730560578661845,0.48242811501597455,1.0671309904153357,0.01717738850066547,1.0586363940794323,1
403,"frozenset({'big_basket', 'yes_buyDrink'})",frozenset({'casual_attire'}),0.46112115732368897,0.4267631103074141,0.2224231464737794,0.4823529411764706,1.130259222333001,0.025633647145767463,1.107389445997041,2
342,"frozenset({'yes_buyDrink', 'no_spec'})","frozenset({'clothes_item', 'rain'})",0.47377938517179025,0.4448462929475588,0.22784810126582278,0.4809160305343511,1.0810835970955128,0.01708909809717829,1.0694872885863207,2
494,frozenset({'blankets_item'}),"frozenset({'yes_buyDrink', 'male'})",0.43399638336347196,0.45207956600361665,0.20795660036166366,0.4791666666666667,1.0599166666666666,0.011755703723566019,1.0520072332730561,1
387,"frozenset({'yes_buyDrink', 'clothes_item'})",frozenset({'female'}),0.46835443037974683,0.4484629294755877,0.22423146473779385,0.47876447876447875,1.0675675675675675,0.01419186485682239,1.0581340834505388,2
368,"frozenset({'yes_buyDrink', 'clothes_item'})",frozenset({'casual_attire'}),0.46835443037974683,0.4267631103074141,0.22423146473779385,0.47876447876447875,1.1218506642235455,0.024355071302675863,1.0997655883731832,2
360,"frozenset({'yes_buyDrink', 'no_spec'})",frozenset({'female'}),0.47377938517179025,0.4484629294755877,0.22603978300180833,0.4770992366412214,1.0638543462201429,0.013567292002524461,1.0547643246525258,2
27,frozenset({'rain'}),"frozenset({'yes_buyDrink', 'no_spec'})",0.8083182640144665,0.47377938517179025,0.38517179023508136,0.476510067114094,1.00576361493929,0.0022072600871785863,1.0052163026846574,1
462,frozenset({'female'}),"frozenset({'big_basket', 'yes_buyDrink'})",0.4484629294755877,0.46112115732368897,0.21338155515370705,0.47580645161290325,1.0318469323213157,0.006585810097152145,1.0280150229517317,1
442,"frozenset({'big_basket', 'yes_buyDrink'})","frozenset({'clothes_item', 'rain'})",0.46112115732368897,0.4448462929475588,0.21699819168173598,0.47058823529411764,1.0578670492587279,0.011870154246604897,1.0486236688768336,2
586,frozenset({'casual_attire'}),"frozenset({'big_basket', 'rain'})",0.4267631103074141,0.4394213381555154,0.2007233273056058,0.4703389830508475,1.0703599079305295,0.013194510298912082,1.058372513562387,1
25,frozenset({'yes_buyDrink'}),"frozenset({'no_spec', 'rain'})",0.8209764918625678,0.45207956600361665,0.38517179023508136,0.46916299559471364,1.0377885462555065,0.014025094094680002,1.0321820623832283,1
482,frozenset({'female'}),"frozenset({'no_spec', 'rain'})",0.4484629294755877,0.45207956600361665,0.20976491862567812,0.467741935483871,1.0346451612903227,0.007023992099643883,1.0294262699325991,1
327,frozenset({'31-50age'}),frozenset({'casual_attire'}),0.49547920433996384,0.4267631103074141,0.2314647377938517,0.46715328467153283,1.0946430780650749,0.020012491457085946,1.0758007381901955,1
484,frozenset({'small_basket'}),frozenset({'blankets_item'}),0.45027124773960214,0.43399638336347196,0.20976491862567812,0.46586345381526106,1.0734270414993308,0.01434882557413289,1.0596609063345526,1
414,"frozenset({'yes_buyDrink', 'no_spec'})",frozenset({'casual_attire'}),0.47377938517179025,0.4267631103074141,0.2206148282097649,0.46564885496183206,1.0911178677707336,0.018423264194317363,1.0727718935675536,2
526,"frozenset({'rain', 'male'})",frozenset({'small_basket'}),0.4394213381555154,0.45027124773960214,0.20433996383363473,0.4650205761316873,1.0327565405655545,0.006481169618945182,1.0275698984559745,2
507,"frozenset({'big_basket', 'rain'})",frozenset({'female'}),0.4394213381555154,0.4484629294755877,0.20433996383363473,0.4650205761316873,1.0369208814549318,0.0072757832503294595,1.030950062595632,2
182,frozenset({'no_spec'}),frozenset({'female'}),0.5533453887884268,0.4484629294755877,0.25678119349005424,0.4640522875816993,1.034761754164031,0.008626299422188344,1.029087460856525,1
479,"frozenset({'no_spec', 'rain'})",frozenset({'female'}),0.45207956600361665,0.4484629294755877,0.20976491862567812,0.46399999999999997,1.0346451612903225,0.007023992099643883,1.0289870718739034,2
444,"frozenset({'yes_buyDrink', 'clothes_item'})","frozenset({'big_basket', 'rain'})",0.46835443037974683,0.4394213381555154,0.21699819168173598,0.46332046332046334,1.0543877210543877,0.01119326115320346,1.0445314634368452,2
459,"frozenset({'big_basket', 'yes_buyDrink'})",frozenset({'female'}),0.46112115732368897,0.4484629294755877,0.21338155515370705,0.46274509803921565,1.0318469323213155,0.006585810097152145,1.0265835984213512,2
195,frozenset({'male'}),frozenset({'small_basket'}),0.5515370705244123,0.45027124773960214,0.2549728752260398,0.46229508196721314,1.0267035354532887,0.0066315903063677295,1.022361399020862,1
191,frozenset({'male'}),frozenset({'yes_spec'}),0.5515370705244123,0.44665461121157324,0.2549728752260398,0.46229508196721314,1.0350169244043275,0.008626299422188372,1.0290874608565255,1
198,frozenset({'big_basket'}),frozenset({'female'}),0.5497287522603979,0.4484629294755877,0.25316455696202533,0.4605263157894737,1.0268994057724958,0.006631590306367702,1.0223613990208618,1
178,frozenset({'clothes_item'}),frozenset({'casual_attire'}),0.566003616636528,0.4267631103074141,0.2603978300180832,0.46006389776357837,1.0780310824714359,0.01884836613703328,1.0616754229217717,1
491,"frozenset({'yes_buyDrink', 'male'})",frozenset({'blankets_item'}),0.45207956600361665,0.43399638336347196,0.20795660036166366,0.46,1.0599166666666668,0.011755703723566019,1.0481548456232002,2
357,frozenset({'31-50age'}),"frozenset({'no_spec', 'rain'})",0.49547920433996384,0.45207956600361665,0.22784810126582278,0.45985401459854014,1.0171970802919708,0.0038520776039946414,1.0143932359122232,1
521,frozenset({'yes_spec'}),"frozenset({'yes_buyDrink', 'male'})",0.44665461121157324,0.45207956600361665,0.20433996383363473,0.45748987854251016,1.0119676113360325,0.0024165410435925683,1.0099727402769156,1
206,frozenset({'big_basket'}),frozenset({'casual_attire'}),0.5497287522603979,0.4267631103074141,0.2513562386980108,0.4572368421052631,1.0714066681534344,0.016752286557949553,1.0561455422214914,1
211,frozenset({'big_basket'}),"frozenset({'yes_buyDrink', '31-50age'})",0.5497287522603979,0.4104882459312839,0.2513562386980108,0.4572368421052631,1.113885346626478,0.025699047444646794,1.0861307468902401,1
583,"frozenset({'big_basket', 'rain'})",frozenset({'casual_attire'}),0.4394213381555154,0.4267631103074141,0.2007233273056058,0.45679012345679015,1.0703599079305295,0.013194510298912082,1.0552770014795332,2
593,"frozenset({'big_basket', 'rain'})","frozenset({'yes_buyDrink', '31-50age'})",0.4394213381555154,0.4104882459312839,0.2007233273056058,0.45679012345679015,1.1127970848969382,0.02034603298137072,1.0852375472628637,2
33,frozenset({'rain'}),frozenset({'female'}),0.8083182640144665,0.4484629294755877,0.3688969258589512,0.4563758389261745,1.0176445117990907,0.006396149230401993,1.0145558457794743,1
29,frozenset({'rain'}),frozenset({'small_basket'}),0.8083182640144665,0.45027124773960214,0.3688969258589512,0.4563758389261745,1.0135575860488937,0.004934452550448221,1.0112294331703615,1
510,frozenset({'female'}),"frozenset({'big_basket', 'rain'})",0.4484629294755877,0.4394213381555154,0.20433996383363473,0.4556451612903226,1.0369208814549318,0.0072757832503294595,1.0298037639809792,1
563,"frozenset({'clothes_item', 'rain'})","frozenset({'yes_buyDrink', '31-50age'})",0.4448462929475588,0.4104882459312839,0.20253164556962025,0.45528455284552843,1.1091293291787543,0.019927471068542757,1.082237996275404,2
83,"frozenset({'yes_buyDrink', 'rain'})",frozenset({'female'}),0.6600361663652803,0.4484629294755877,0.30018083182640143,0.45479452054794517,1.0141184268669907,0.004179079098391492,1.0116132198060825,2
217,frozenset({'big_basket'}),"frozenset({'clothes_item', 'rain'})",0.5497287522603979,0.4448462929475588,0.24954792043399637,0.4539473684210526,1.02045892169448,0.005003122864271459,1.016667029782784,1
515,frozenset({'small_basket'}),"frozenset({'yes_buyDrink', 'male'})",0.45027124773960214,0.45207956600361665,0.20433996383363473,0.45381526104417674,1.0038393574297189,0.0007815335716084282,1.003177853419849,1
527,frozenset({'small_basket'}),"frozenset({'rain', 'male'})",0.45027124773960214,0.4394213381555154,0.20433996383363473,0.45381526104417674,1.0327565405655545,0.006481169618945182,1.0263535794064462,1
185,frozenset({'clothes_item'}),frozenset({'female'}),0.566003616636528,0.4484629294755877,0.25678119349005424,0.4536741214057508,1.0116201174894364,0.0029495534794594103,1.009538614468661,1
